frame.number,ip.src,ip.dst,tcp.srcport,udp.srcport,tcp.dstport,udp.dstport,ip.proto,Flow_ID
350,10.0.0.1,10.0.0.2,47640,,8096,,6,1
351,10.0.0.1,10.0.0.2,47640,,8096,,6,1
352,10.0.0.2,10.0.0.1,8096,,47640,,6,1
353,10.0.0.3,10.0.0.2,22,,53850,,6,2
354,10.0.0.2,10.0.0.3,53850,,22,,6,2
355,10.0.0.3,10.0.0.2,22,,53850,,6,2
356,10.0.0.2,10.0.0.3,53850,,22,,6,2
357,10.0.0.2,10.0.0.1,8096,,47640,,6,1
358,10.0.0.2,10.0.0.1,8096,,47640,,6,1
359,10.0.0.1,10.0.0.2,47640,,8096,,6,1
360,10.0.0.1,10.0.0.2,47640,,8096,,6,1
361,10.0.0.1,10.0.0.2,47640,,8096,,6,1
362,10.0.0.2,10.0.0.1,8096,,47640,,6,1
363,10.0.0.1,10.0.0.2,47640,,8096,,6,1
364,10.0.0.2,10.0.0.1,8096,,47640,,6,1
365,10.0.0.2,10.0.0.3,53850,,22,,6,2
366,10.0.0.3,10.0.0.2,22,,53850,,6,2
367,10.0.0.1,10.0.0.2,47640,,8096,,6,1
368,10.0.0.1,10.0.0.2,47640,,8096,,6,1
369,10.0.0.2,10.0.0.1,8096,,47640,,6,1
370,10.0.0.1,10.0.0.2,47640,,8096,,6,1
371,10.0.0.2,10.0.0.3,53850,,22,,6,2
372,10.0.0.3,10.0.0.2,22,,53850,,6,2
373,10.0.0.1,10.0.0.2,47640,,8096,,6,1
374,10.0.0.2,10.0.0.1,8096,,47640,,6,1
375,10.0.0.1,10.0.0.2,47640,,8096,,6,1
376,10.0.0.2,10.0.0.3,53850,,22,,6,2
377,10.0.0.3,10.0.0.2,22,,53850,,6,2
378,10.0.0.1,10.0.0.2,47640,,8096,,6,1
379,10.0.0.2,10.0.0.1,8096,,47640,,6,1
380,10.0.0.1,10.0.0.2,47640,,8096,,6,1
381,10.0.0.2,10.0.0.3,53850,,22,,6,2
382,10.0.0.3,10.0.0.2,22,,53850,,6,2
383,10.0.0.1,10.0.0.2,47640,,8096,,6,1
384,10.0.0.2,10.0.0.1,8096,,47640,,6,1
385,10.0.0.1,10.0.0.2,47640,,8096,,6,1
386,10.0.0.2,10.0.0.3,53850,,22,,6,2
387,10.0.0.3,10.0.0.2,22,,53850,,6,2
